V,4X,4Y,5X,5Y,6X,6Y,7X,7Y,8X,8Y,9X,9Y
0.4,5993559.935604807,8.54775279420872e-07,4803015.3981636735,8.311051244970418e-07,4614538.690389351,8.188401972950983e-07,4605114.855000635,8.127893436956166e-07,4372660.248745638,8.279449506781212e-07,4237585.274840707,8.285082857084015e-07
0.6,5597758.84927873,9.460382315589884e-07,4309834.679487531,9.387367299599111e-07,3904609.7577727386,9.191184955833128e-07,3766393.5054049026,9.008933920439176e-07,3744404.556164565,9.154427223604803e-07,3659590.03766612,9.203392636331604e-07
0.8,5242794.382970424,1.061706187002808e-06,3920316.1500872653,1.0832479677434507e-06,3364309.8621530156,1.0682027628399592e-06,3078453.5220286273,1.0419179960339709e-06,3087877.3574173437,1.0442198838877038e-06,3072170.9651028165,1.0505163191484895e-06
1.0,4934949.093605698,1.195454741342556e-06,3615612.139185445,1.2594365826276263e-06,2974791.3327527503,1.2645967672363725e-06,2588414.0818153904,1.2414735276610496e-06,2487893.1710024187,1.22582881287615e-06,2475328.057150797,1.2192581485304664e-06
1.2,4683646.81657327,1.3358647692800477e-06,3398863.9252449744,1.4505481560933938e-06,2720347.7772574155,1.488590021653496e-06,2293133.906302286,1.482171507174313e-06,2107798.4769908693,1.4604652681405846e-06,2035549.0723440459,1.440458830107675e-06
1.4,4460616.045706988,1.4769973326591188e-06,3216669.7743964633,1.6504651845550868e-06,2531871.069483094,1.7338654179461257e-06,2085809.5277505317,1.7582349858862829e-06,1843931.0861068186,1.7446093436725165e-06,1708856.1122018879,1.7165378555874324e-06
1.6,4240726.553303612,1.6116689405247032e-06,3065888.408177006,1.8480953946046176e-06,2387372.260189447,1.9856436896797525e-06,1935028.1615310742,2.0527878818686806e-06,1668019.4921841181,2.062592844694796e-06,1492107.8982614176,2.040664280389091e-06
1.8,4055391.1239921963,1.735406667331085e-06,2943378.548123697,2.0321594239878573e-06,2283710.07091357,2.2247809529136388e-06,1834507.2507181026,2.3384002517627545e-06,1558074.7459824302,2.3795118145684897e-06,1369598.0382081084,2.3742562946497593e-06
2.0,3844925.4669775367,1.8518627298831375e-06,2824009.9665332926,2.210570331344061e-06,2186330.4385635033,2.4639607327139347e-06,1749692.7322196576,2.633061119688063e-06,1466977.6705581746,2.717265149812737e-06,1265935.8489322313,2.741303668612458e-06
2.2,3625035.9745741608,1.9582048531485877e-06,2704641.3849428887,2.375022617153379e-06,2101515.920065059,2.688972822325702e-06,1677443.3275728342,2.916378484335e-06,1394728.2659113512,3.0498694876368656e-06,1193686.444285408,3.111972730460668e-06
2.4,3395722.6467820695,2.0631185097785634e-06,2594696.638741201,2.535683154829219e-06,2026125.2369553298,2.9113598797141907e-06,1617759.0367776323,3.2006960437890165e-06,1338185.2535790547,3.389666799024905e-06,1134002.153490206,3.4980274761548634e-06
