V,4X,4Y,5X,5Y,6X,6Y,7X,7Y,8X,8Y,9X,9Y
2.6,3147561.6482125456,2.1575579925680715e-06,2484751.8925395133,2.6762413666166178e-06,1957017.1107714118,3.1073525329626164e-06,1564357.302908241,3.4544518624669356e-06,1291066.076635474,3.697204403618249e-06,1090024.2550095308,3.852522202940898e-06
2.8,2802021.017292955,2.2568400639207188e-06,2349676.9186345823,2.8148176420820266e-06,1878485.1491987775,3.30273142518488e-06,1507814.2905759444,3.712841221207051e-06,1243946.8996918937,4.01736970197422e-06,1046046.3565288556,4.229747549909843e-06
3.0,2481610.614076608,2.3566646559860836e-06,2233449.615507084,2.942512857910829e-06,1815659.5799406702,3.4794639879878575e-06,1466977.6705581746,3.9456919499039685e-06,1209392.8365999346,4.306489958759678e-06,1017774.8503627074,4.5719862476739394e-06
3.2,1966440.9461601279,2.489661686868013e-06,2066961.8569730995,3.084769138120997e-06,1730845.0614422255,3.673612278530686e-06,1413575.9366887836,4.205529880737754e-06,1168556.2165821649,4.63590848997009e-06,980079.508807843,4.970443942520861e-06
3.4,1539227.075204998,2.6016645055726657e-06,1944451.9969197903,3.1829904503635446e-06,1671160.7706470236,3.800794998162122e-06,1375880.595133919,4.372659378329966e-06,1143425.988878922,4.845863635152512e-06,961231.8380304108,5.222942210831355e-06
3.6,775896.4087189942,2.78617215334499e-06,1752834.010682563,3.2979802938479693e-06,1586346.2521485786,3.9395310914598715e-06,1328761.4181903386,4.555926238492697e-06,1108871.925786963,5.080968154929653e-06,932960.3318642625,5.512537505418908e-06
3.8,26927039.612406164,8.959694380272794e-07,1526661.9613533767,3.4758085270016152e-06,1488966.6197985122,4.14836135231676e-06,1275359.6843209474,4.8297212588215164e-06,1071176.5842320987,5.432547455809017e-06,904688.8256981142,5.947453947022525e-06
4.0,26854790.20775934,8.327552204175429e-07,1247088.1781547992,3.63036921818503e-06,1382163.15205973,4.293073567564285e-06,1218816.6719886507,5.00905717805208e-06,1036622.5211401395,5.660864617532131e-06,879558.5979948713,6.2309358779605484e-06
4.2,26779399.524649613,7.782953024787773e-07,980079.508807843,3.791251008305411e-06,1287924.798172569,4.428051674088545e-06,1171697.4950450703,5.17120662032048e-06,1008351.0149739913,5.86655527032396e-06,857569.6487545337,6.487800512703008e-06
4.4,26625476.87996725,6.882482044208216e-07,512029.0178349435,4.058992003661198e-06,1137143.4319531112,4.599049761839398e-06,1099448.090398247,5.3574172216684024e-06,967514.3949562216,6.0970984743250106e-06,829298.1425883854,6.774954988693916e-06
4.6,26452706.564507455,6.193285336158016e-07,81673.86841690837,4.3311189605164064e-06,1014633.571899802,4.74235471123829e-06,1046046.3565288556,5.50183327723559e-06,936101.6103271679,6.271882069407959e-06,810450.4718109532,6.9922322812149975e-06
4.8,26016068.858163606,5.177406745796891e-07,19915706.083201386,1.0382357390314611e-06,810450.4718109532,4.9652627562309e-06,961231.8380304108,5.699805723372498e-06,888982.4333835874,6.501288369181427e-06,779037.6871818996,7.2736627739976e-06
5.0,24844371.991499905,4.187447815728226e-07,19780631.109296456,9.790109042617366e-07,559148.194778524,5.271423434786931e-06,863852.2056803445,5.943196467189047e-06,838721.9779771016,6.773842944447236e-06,747624.9025528459,7.606011859999805e-06
5.2,23141799.0646052,3.774993995679714e-07,19664403.80616896,9.401014950061534e-07,351823.8162267698,5.5607243163105745e-06,791602.8010335211,6.156713679777436e-06,801026.6364222371,7.004987296790315e-06,725635.9533125083,7.881440035381018e-06
5.4,21131380.848345764,3.826552368349589e-07,19507339.88302369,8.95140694152325e-07,91097.70380562446,5.953975295342478e-06,703647.0040721708,6.4143983901962264e-06,760190.0164044674,7.2740586373034565e-06,703647.0040721708,8.19996577879554e-06
5.6,19315721.896786463,4.638189716559652e-07,19168081.80902991,8.097526954779895e-07,15175516.882677192,1.3451436431309319e-06,549724.3593898079,6.766386128209152e-06,691081.8902205493,7.588181945726028e-06,662810.3840544011,8.552881999907885e-06
5.8,18436163.92717296,5.708531881297645e-07,18627781.913410187,7.058567874237548e-07,15071854.693401314,1.2359481476698334e-06,354965.0946896752,6.992080301183759e-06,606267.3717221045,7.666706386850449e-06,618832.4855737259,8.586705044219979e-06
6.0,17924135.537719384,7.110709405006836e-07,17635137.91913209,6.251964206889737e-07,14924214.605644763,1.1374089463909374e-06,91097.70380562446,7.469728468427459e-06,502605.18244622735,7.909663926637012e-06,565430.7517043347,8.782645140645175e-06
6.2,17782778.006888643,7.977316498433712e-07,17032012.454254262,6.156338501713093e-07,14842541.365609223,1.1260917088893152e-06,11710686.738092573,1.662352091639517e-06,458627.2839655522,8.255225778226779e-06,546583.0809269025,9.147266528062564e-06
6.4,17575453.628336888,9.477112650155786e-07,15800631.29679536,6.19935300131293e-07,14654064.6578349,1.0660426392562154e-06,11654143.725760277,1.6365255625429622e-06,361247.6516154859,8.714003508405738e-06,499463.90398332203,9.56105684221705e-06
6.6,17427813.540580336,1.0696122497293671e-06,14792280.910202738,6.562905125801501e-07,14412186.216191188,9.790994464302847e-07,11588176.878039265,1.5521293720920515e-06,245020.3484879874,8.991712336403213e-06,446062.17011393077,9.699633474228536e-06
6.8,17339857.743618988,1.1946880719547198e-06,14214285.67302815,7.19301453379985e-07,14164025.217621664,9.374042654055783e-07,11528492.587244062,1.5315743238793506e-06,150781.9946008264,9.463616503141009e-06,408366.8285590664,1.0070226803343701e-05
7.0,17217347.88356568,1.4013337249745152e-06,13520063.132726064,8.541237836096515e-07,13520063.132726064,8.529696918963883e-07,11402841.448727848,1.4432432710220618e-06,9185098.85391666,2.0235202127473984e-06,323552.31006062153,1.0558577378216651e-05
7.2,17104261.858901083,1.6325888796929562e-06,13014317.3001983,1.038494571680819e-06,12279258.139878444,7.91585681152578e-07,11179810.677861568,1.295306812389995e-06,9112849.449269837,1.8826988508748898e-06,191618.61461859616,1.1073203596390846e-05
7.4,17032012.454254262,1.8357357315491045e-06,12753591.187777154,1.2088718708465944e-06,11223788.576342242,8.248520830562085e-07,10909660.730051706,1.1881849232306415e-06,9034317.487697203,1.7796532278615908e-06,59684.9191765708,1.1736665847007955e-05
7.6,16975469.441921964,2.0956711726058515e-06,12577679.593854455,1.4192815610320454e-06,10485588.137559481,9.350707349207541e-07,10529566.036040155,1.115675304456518e-06,8940079.133810041,1.7149428892812526e-06,7290907.940784723,2.334731488179875e-06
7.8,16928350.264978383,2.2855217555322313e-06,12445745.898412429,1.5927192395100799e-06,10004972.53273496,1.0615366211227923e-06,9976701.026568811,1.037811874923283e-06,8817569.273756731,1.5899840663026013e-06,7240647.485378237,2.2159264738433984e-06
8.0,16922067.708052572,2.4349241682751533e-06,12423756.94917209,1.7006577455743866e-06,9945288.241939757,1.1282302575409885e-06,9863615.001904218,1.062562624195245e-06,8792439.046053488,1.6394629363961086e-06,7234364.928452427,2.312485617990018e-06
8.2,16865524.695720278,2.7162957683371026e-06,12291823.253730066,1.9643396304879384e-06,9555769.712539492,1.3553677308708695e-06,8836416.944534164,1.0506865434482583e-06,8516006.541317817,1.4493923894820137e-06,7143267.853028171,2.10725911109333e-06
8.4,16849818.30340575,2.933393030284405e-06,12254127.912175203,2.1400559224569133e-06,9474096.472503953,1.4881842440077084e-06,8544278.047483964,1.107350513807369e-06,8399779.238190318,1.4475854239712508e-06,7111855.068399117,2.1398310351314835e-06
8.6,16802699.12646217,3.3525815409611497e-06,12156748.279825136,2.521180520963129e-06,9247924.423174767,1.8272632809383864e-06,7787229.93792377,1.307620901491686e-06,7787229.93792377,1.3102515700902762e-06,6951649.866790944,1.944377138254881e-06
8.8,16790134.012610547,3.438444780354491e-06,12131618.052121893,2.605951593709321e-06,9203946.52469409,1.909870869790342e-06,7652154.96401884,1.3720056426331805e-06,7579905.559372016,1.2907816458112337e-06,6898248.132921552,1.894374235805501e-06
